rto,Maker,state,rto_number,district,BIO-CNG/BIO-GAS,BIO-DIESEL(B100),BIO-METHANE,CNG ONLY,DIESEL,DIESEL/HYBRID,DI-METHYL ETHER,DUAL DIESEL/BIO CNG,DUAL DIESEL/CNG,DUAL DIESEL/LNG,ELECTRIC(BOV),ETHANOL(E100),FLEX-FUEL(BIO-DIESEL),FLEX-FUEL(ETHANOL),FUEL CELL HYDROGEN,HCNG,HYDROGEN(ICE),LNG,LPG ONLY,METHANOL,NOT APPLICABLE,PETROL,PETROL/CNG,PETROL(E20),PETROL(E20)/CNG,PETROL(E20)/HYBRID,PETROL(E20)/HYBRID/CNG,PETROL(E20)/LPG,PETROL/HYBRID,PETROL/HYBRID/CNG,PETROL/LPG,PETROL/METHANOL,PLUG-IN HYBRID EV,PURE EV,SOLAR,STRONG HYBRID EV,TOTAL
MADURAI (NORTH) RTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,Tamil Nadu,TN59,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
MADURAI (NORTH) RTO,STELLANTIS INDIA PVT LTD,Tamil Nadu,TN59,Madurai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MADURAI (NORTH) RTO,TATA MOTORS LTD,Tamil Nadu,TN59,Madurai,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MADURAI (NORTH) RTO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN59,Madurai,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,0,0,53
MADURAI (NORTH) RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Tamil Nadu,TN59,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
MADURAI (NORTH) RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN59,Madurai,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,3,0,0,0,0,0,0,9,42
MADURAI (NORTH) RTO,VINFAST AUTO INDIA PVT LTD,Tamil Nadu,TN59,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
MADURAI (SOUTH) RTO,HONDA CARS INDIA LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MADURAI (SOUTH) RTO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,0,49
MADURAI (SOUTH) RTO,JSW MG MOTOR INDIA PVT LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MADURAI (SOUTH) RTO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN58,Madurai,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8
MADURAI (SOUTH) RTO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN58,Madurai,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
MADURAI (SOUTH) RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
MADURAI (SOUTH) RTO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,13,0,0,0,0,0,0,0,1,0,0,88
MADURAI (SOUTH) RTO,NISSAN MOTOR INDIA PVT LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
MADURAI (SOUTH) RTO,RENAULT INDIA PVT LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
MADURAI (SOUTH) RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
MADURAI (SOUTH) RTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MADURAI (SOUTH) RTO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,4,0,0,0,0,0,0,0,0,0,0,0,42
MADURAI (SOUTH) RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
MADURAI (SOUTH) RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,1,0,0,0,0,0,0,3,24
MADURAI (SOUTH) RTO,VINFAST AUTO INDIA PVT LTD,Tamil Nadu,TN58,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
MADURANTAGAM UO,HONDA CARS INDIA LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MADURANTAGAM UO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
MADURANTAGAM UO,JSW MG MOTOR INDIA PVT LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
MADURANTAGAM UO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN508,Chennai,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
MADURANTAGAM UO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN508,Chennai,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
MADURANTAGAM UO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MADURANTAGAM UO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,4,0,0,0,0,0,0,0,0,0,0,64
MADURANTAGAM UO,NISSAN MOTOR INDIA PVT LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
MADURANTAGAM UO,RENAULT INDIA PVT LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MADURANTAGAM UO,TATA MOTORS LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MADURANTAGAM UO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,9
MADURANTAGAM UO,TATA PASSENGER ELECTRIC MOBILITY LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
MADURANTAGAM UO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN508,Chennai,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,9
MAHE,HONDA CARS INDIA LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MAHE,HYUNDAI MOTOR INDIA LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
MAHE,MAHINDRA & MAHINDRA LIMITED,Puducherry,PY3,Pondicherry,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MAHE,MAHINDRA ELECTRIC AUTOMOBILE LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MAHE,MARUTI SUZUKI INDIA LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,17
MAHE,RENAULT INDIA PVT LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MAHE,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
MAHE,TATA MOTORS PASSENGER VEHICLES LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
MAHE,TATA PASSENGER ELECTRIC MOBILITY LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MAHE,TOYOTA KIRLOSKAR MOTOR PVT LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4
MAHE,VINFAST AUTO INDIA PVT LTD,Puducherry,PY3,Pondicherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MALAPPURAM RTO,HONDA CARS INDIA LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MALAPPURAM RTO,HYUNDAI MOTOR INDIA LTD,Kerala,KL10,Malappuram,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,18
MALAPPURAM RTO,JSW MG MOTOR INDIA PVT LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
MALAPPURAM RTO,KIA INDIA PRIVATE LIMITED,Kerala,KL10,Malappuram,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8
MALAPPURAM RTO,MAHINDRA & MAHINDRA LIMITED,Kerala,KL10,Malappuram,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11
MALAPPURAM RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
MALAPPURAM RTO,MARUTI SUZUKI INDIA LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,25,12,0,0,0,0,0,0,0,1,0,2,153
MALAPPURAM RTO,NISSAN MOTOR INDIA PVT LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MALAPPURAM RTO,RENAULT INDIA PVT LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MALAPPURAM RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
MALAPPURAM RTO,TATA MOTORS PASSENGER VEHICLES LTD,Kerala,KL10,Malappuram,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10
MALAPPURAM RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Kerala,KL10,Malappuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16
MALAPPURAM RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Kerala,KL10,Malappuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,8,18
MALLAPPALLY SRTO,BYD INDIA PRIVATE LIMITED,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MALLAPPALLY SRTO,HONDA CARS INDIA LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MALLAPPALLY SRTO,HYUNDAI MOTOR INDIA LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9
MALLAPPALLY SRTO,JSW MG MOTOR INDIA PVT LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
MALLAPPALLY SRTO,KIA INDIA PRIVATE LIMITED,Kerala,KL28,Kottayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
MALLAPPALLY SRTO,MAHINDRA & MAHINDRA LIMITED,Kerala,KL28,Kottayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
MALLAPPALLY SRTO,MARUTI SUZUKI INDIA LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,8,0,0,0,0,0,0,0,0,0,0,63
MALLAPPALLY SRTO,NISSAN MOTOR INDIA PVT LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MALLAPPALLY SRTO,RENAULT INDIA PVT LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MALLAPPALLY SRTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
MALLAPPALLY SRTO,TATA MOTORS PASSENGER VEHICLES LTD,Kerala,KL28,Kottayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
MALLAPPALLY SRTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Kerala,KL28,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MALLAPPALLY SRTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Kerala,KL28,Kottayam,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,10
MANANTHAVADY SRTO,HYUNDAI MOTOR INDIA LTD,Kerala,KL72,Kozhikode,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7
MANANTHAVADY SRTO,JSW MG MOTOR INDIA PVT LTD,Kerala,KL72,Kozhikode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MANANTHAVADY SRTO,KIA INDIA PRIVATE LIMITED,Kerala,KL72,Kozhikode,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
MANANTHAVADY SRTO,MAHINDRA & MAHINDRA LIMITED,Kerala,KL72,Kozhikode,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
MANANTHAVADY SRTO,MARUTI SUZUKI INDIA LTD,Kerala,KL72,Kozhikode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,10,0,0,0,0,0,0,0,0,0,0,76
MANANTHAVADY SRTO,RENAULT INDIA PVT LTD,Kerala,KL72,Kozhikode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MANANTHAVADY SRTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Kerala,KL72,Kozhikode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MANANTHAVADY SRTO,TATA MOTORS PASSENGER VEHICLES LTD,Kerala,KL72,Kozhikode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
MANANTHAVADY SRTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Kerala,KL72,Kozhikode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
MANANTHAVADY SRTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Kerala,KL72,Kozhikode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,4,0,0,0,0,0,0,2,13
MANAPARAI UO,HONDA CARS INDIA LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MANAPARAI UO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,12
MANAPARAI UO,JSW MG MOTOR INDIA PVT LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
MANAPARAI UO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
MANAPARAI UO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MANAPARAI UO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,16,0,0,0,0,0,0,0,0,0,0,39
MANAPARAI UO,RENAULT INDIA PVT LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MANAPARAI UO,STELLANTIS AUTOMOBILES INDIA PVT LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MANAPARAI UO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MANAPARAI UO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN584,Tiruchirappalli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,6
MANDYA  RTO,HONDA CARS INDIA LTD,Karnataka,KA11,Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MANDYA  RTO,HYUNDAI MOTOR INDIA LTD,Karnataka,KA11,Mysore,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,2,0,0,0,0,0,0,0,0,0,0,0,37
MANDYA  RTO,JSW MG MOTOR INDIA PVT LTD,Karnataka,KA11,Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MANDYA  RTO,KIA INDIA PRIVATE LIMITED,Karnataka,KA11,Mysore,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13
MANDYA  RTO,MAHINDRA & MAHINDRA LIMITED,Karnataka,KA11,Mysore,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
MANDYA  RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Karnataka,KA11,Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
MANDYA  RTO,MARUTI SUZUKI INDIA LTD,Karnataka,KA11,Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,40,13,0,0,0,0,0,0,0,0,0,0,127
MANDYA  RTO,RENAULT INDIA PVT LTD,Karnataka,KA11,Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MANDYA  RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Karnataka,KA11,Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
MANDYA  RTO,TATA MOTORS LTD,Karnataka,KA11,Mysore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MANDYA  RTO,TATA MOTORS PASSENGER VEHICLES LTD,Karnataka,KA11,Mysore,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,0,0,0,0,0,0,0,0,0,0,0,48
MANDYA  RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Karnataka,KA11,Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
MANDYA  RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Karnataka,KA11,Mysore,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,3,0,0,0,0,0,0,4,31
MANGALORE  RTO,BYD INDIA PRIVATE LIMITED,Karnataka,KA19,Mangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MANGALORE  RTO,HONDA CARS INDIA LTD,Karnataka,KA19,Mangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MANGALORE  RTO,HYUNDAI MOTOR INDIA LTD,Karnataka,KA19,Mangalore,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,0,0,0,0,0,0,0,0,0,0,0,156
